id,restaurant_id,customer_id,rating,comment
1073,2604,4,6,Vegetarian heaven! Flavorful plant-based options. Refreshing!
1074,6178,9,4,"Decent selection, friendly staff. Average food. Good for a quick bite."
1075,9092,8,3,Fantastic for special occasions. Staff went above and beyond.
1076,6438,1,2,Fantastic for special occasions. Staff went above and beyond.
1077,8334,4,1,"Perfect for family dinner! Diverse menu, accommodating staff."
1078,2874,3,4,"Disappointing. Slow service, overpriced, and lacking ambiance."
1079,3245,6,10,"Perfect for family dinner! Diverse menu, accommodating staff."
1080,4417,1,3,"Perfect for family dinner! Diverse menu, accommodating staff."
1081,7874,3,4,"Loved it! Great atmosphere, service, and food."
1082,9801,2,8,"Loved it! Great atmosphere, service, and food."
1083,2843,7,3,Fantastic for special occasions. Staff went above and beyond.
1084,6220,8,6,"Ideal for a romantic dinner. Dim lighting, attentive service."
1085,7589,9,6,"Local gem! Authentic flavors, welcoming atmosphere. A favorite!"
1086,3847,8,4,Fantastic for special occasions. Staff went above and beyond.
1087,4136,9,9,"Ideal for a romantic dinner. Dim lighting, attentive service."
1088,2287,5,4,"Local gem! Authentic flavors, welcoming atmosphere. A favorite!"
1089,3646,6,2,"Local gem! Authentic flavors, welcoming atmosphere. A favorite!"
1090,2073,10,5,Vegetarian heaven! Flavorful plant-based options. Refreshing!
1091,7297,2,5,"Loved it! Great atmosphere, service, and food."
1092,8879,1,7,"Ideal for a romantic dinner. Dim lighting, attentive service."
1093,9922,5,5,"Local gem! Authentic flavors, welcoming atmosphere. A favorite!"
1094,372,3,1,"Disappointing. Slow service, overpriced, and lacking ambiance."
1095,8147,4,8,"Local gem! Authentic flavors, welcoming atmosphere. A favorite!"
1096,87,9,2,Vegetarian heaven! Flavorful plant-based options. Refreshing!
1097,9975,6,10,Quick and tasty! Fast-casual with fresh ingredients.
1098,2769,7,7,Fantastic for special occasions. Staff went above and beyond.
1099,3771,8,4,Quick and tasty! Fast-casual with fresh ingredients.
1100,6208,8,9,"Loved it! Great atmosphere, service, and food."
1101,7030,8,7,Vegetarian heaven! Flavorful plant-based options. Refreshing!
1102,5780,5,3,"Ideal for a romantic dinner. Dim lighting, attentive service."
1103,3421,5,2,Fantastic for special occasions. Staff went above and beyond.
1104,47,10,9,"Decent selection, friendly staff. Average food. Good for a quick bite."
1105,1213,3,2,"Ideal for a romantic dinner. Dim lighting, attentive service."
1106,8288,4,1,"Local gem! Authentic flavors, welcoming atmosphere. A favorite!"
1107,2778,6,7,Vegetarian heaven! Flavorful plant-based options. Refreshing!
1108,7821,8,10,"Local gem! Authentic flavors, welcoming atmosphere. A favorite!"
1109,4294,6,5,Vegetarian heaven! Flavorful plant-based options. Refreshing!
1110,1095,2,8,"Disappointing. Slow service, overpriced, and lacking ambiance."
1111,2402,7,7,Quick and tasty! Fast-casual with fresh ingredients.
1112,9657,9,10,Quick and tasty! Fast-casual with fresh ingredients.
1113,248,2,7,Quick and tasty! Fast-casual with fresh ingredients.
1114,2165,8,6,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1115,5586,1,1,"Loved it! Great atmosphere, service, and food."
1116,5123,5,7,"Local gem! Authentic flavors, welcoming atmosphere. A favorite!"
1117,9164,4,5,"Local gem! Authentic flavors, welcoming atmosphere. A favorite!"
1118,5801,6,2,"Decent selection, friendly staff. Average food. Good for a quick bite."
1119,2900,6,9,"Loved it! Great atmosphere, service, and food."
1120,6523,3,4,"Local gem! Authentic flavors, welcoming atmosphere. A favorite!"
1121,7828,2,3,"Ideal for a romantic dinner. Dim lighting, attentive service."
1122,4296,9,10,Vegetarian heaven! Flavorful plant-based options. Refreshing!
1123,2092,3,7,"Perfect for family dinner! Diverse menu, accommodating staff."
1124,1327,1,6,"Disappointing. Slow service, overpriced, and lacking ambiance."
1125,8881,5,2,Vegetarian heaven! Flavorful plant-based options. Refreshing!
1126,9202,8,2,Fantastic for special occasions. Staff went above and beyond.
1127,1019,6,9,Fantastic for special occasions. Staff went above and beyond.
1128,6323,6,1,"Perfect for family dinner! Diverse menu, accommodating staff."
1129,1336,4,5,"Ideal for a romantic dinner. Dim lighting, attentive service."
1130,6800,7,10,Fantastic for special occasions. Staff went above and beyond.
1131,5122,7,7,"Perfect for family dinner! Diverse menu, accommodating staff."
1132,5526,10,8,"Disappointing. Slow service, overpriced, and lacking ambiance."
1133,3995,6,4,"Decent selection, friendly staff. Average food. Good for a quick bite."
1134,3306,2,7,Vegetarian heaven! Flavorful plant-based options. Refreshing!
1135,3759,1,1,"Local gem! Authentic flavors, welcoming atmosphere. A favorite!"
1136,3245,3,5,Vegetarian heaven! Flavorful plant-based options. Refreshing!
1137,1522,9,3,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1138,891,2,8,"Loved it! Great atmosphere, service, and food."
1139,3115,5,5,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1140,8469,2,9,"Local gem! Authentic flavors, welcoming atmosphere. A favorite!"
1141,1639,4,5,Vegetarian heaven! Flavorful plant-based options. Refreshing!
1142,7203,8,7,"Loved it! Great atmosphere, service, and food."
1143,2761,4,8,Fantastic for special occasions. Staff went above and beyond.
1144,6854,10,9,"Disappointing. Slow service, overpriced, and lacking ambiance."
1145,7374,6,10,"Decent selection, friendly staff. Average food. Good for a quick bite."
1146,7996,1,6,Fantastic for special occasions. Staff went above and beyond.
1147,7854,9,3,"Local gem! Authentic flavors, welcoming atmosphere. A favorite!"
1148,2845,8,10,Vegetarian heaven! Flavorful plant-based options. Refreshing!
1149,2564,2,4,Quick and tasty! Fast-casual with fresh ingredients.
1150,8960,7,10,"Local gem! Authentic flavors, welcoming atmosphere. A favorite!"
1151,6958,7,10,"Perfect for family dinner! Diverse menu, accommodating staff."
1152,4154,10,6,Fantastic for special occasions. Staff went above and beyond.
1153,5423,9,6,"Perfect for family dinner! Diverse menu, accommodating staff."
1154,249,6,8,"Local gem! Authentic flavors, welcoming atmosphere. A favorite!"
1155,4256,5,8,"Disappointing. Slow service, overpriced, and lacking ambiance."
1156,3894,9,7,Fantastic for special occasions. Staff went above and beyond.
1157,9845,9,10,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1158,5835,4,1,Vegetarian heaven! Flavorful plant-based options. Refreshing!
1159,9612,5,8,"Ideal for a romantic dinner. Dim lighting, attentive service."
1160,9968,10,9,"Decent selection, friendly staff. Average food. Good for a quick bite."
1161,458,5,6,"Disappointing. Slow service, overpriced, and lacking ambiance."
1162,4237,7,9,"Perfect for family dinner! Diverse menu, accommodating staff."
1163,7793,7,4,Quick and tasty! Fast-casual with fresh ingredients.
1164,5522,5,2,"Ideal for a romantic dinner. Dim lighting, attentive service."
1165,5632,9,5,"Perfect for family dinner! Diverse menu, accommodating staff."
1166,1289,9,7,"Perfect for family dinner! Diverse menu, accommodating staff."
1167,8356,1,2,"Decent selection, friendly staff. Average food. Good for a quick bite."
1168,7005,3,3,"Perfect for family dinner! Diverse menu, accommodating staff."
1169,3378,3,7,Fantastic for special occasions. Staff went above and beyond.
1170,4946,5,1,"Disappointing. Slow service, overpriced, and lacking ambiance."
1171,5045,2,4,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1172,340,7,1,"Decent selection, friendly staff. Average food. Good for a quick bite."
1173,4651,1,9,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1174,2252,7,5,Quick and tasty! Fast-casual with fresh ingredients.
1175,1011,5,2,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1176,9328,5,2,"Loved it! Great atmosphere, service, and food."
1177,1457,9,2,"Disappointing. Slow service, overpriced, and lacking ambiance."
1178,4854,5,2,"Disappointing. Slow service, overpriced, and lacking ambiance."
1179,4713,9,4,"Ideal for a romantic dinner. Dim lighting, attentive service."
1180,7073,5,8,"Disappointing. Slow service, overpriced, and lacking ambiance."
1181,7019,1,1,Fantastic for special occasions. Staff went above and beyond.
1182,668,10,4,Quick and tasty! Fast-casual with fresh ingredients.
1183,5829,4,2,"Perfect for family dinner! Diverse menu, accommodating staff."
1184,4409,7,8,"Ideal for a romantic dinner. Dim lighting, attentive service."
1185,9293,9,7,"Decent selection, friendly staff. Average food. Good for a quick bite."
1186,5464,9,2,"Decent selection, friendly staff. Average food. Good for a quick bite."
1187,3540,9,8,"Perfect for family dinner! Diverse menu, accommodating staff."
1188,7317,2,5,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1189,7032,9,1,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1190,3203,4,7,Quick and tasty! Fast-casual with fresh ingredients.
1191,5219,3,4,"Loved it! Great atmosphere, service, and food."
1192,1097,4,6,"Decent selection, friendly staff. Average food. Good for a quick bite."
1193,2779,4,9,"Ideal for a romantic dinner. Dim lighting, attentive service."
1194,7330,4,8,"Perfect for family dinner! Diverse menu, accommodating staff."
1195,8485,9,2,"Local gem! Authentic flavors, welcoming atmosphere. A favorite!"
1196,7815,9,5,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1197,1005,8,10,"Local gem! Authentic flavors, welcoming atmosphere. A favorite!"
1198,3850,10,8,"Perfect for family dinner! Diverse menu, accommodating staff."
1199,2755,3,10,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1200,2911,2,5,"Ideal for a romantic dinner. Dim lighting, attentive service."
1201,5818,3,3,Fantastic for special occasions. Staff went above and beyond.
1202,6708,5,5,"Decent selection, friendly staff. Average food. Good for a quick bite."
1203,8184,7,9,"Loved it! Great atmosphere, service, and food."
1204,3983,6,5,Quick and tasty! Fast-casual with fresh ingredients.
1205,4582,3,3,"Disappointing. Slow service, overpriced, and lacking ambiance."
1206,7529,5,2,Vegetarian heaven! Flavorful plant-based options. Refreshing!
1207,9642,5,4,Vegetarian heaven! Flavorful plant-based options. Refreshing!
1208,6531,4,6,Quick and tasty! Fast-casual with fresh ingredients.
1209,9727,1,8,"Perfect for family dinner! Diverse menu, accommodating staff."
1210,40,3,5,"Perfect for family dinner! Diverse menu, accommodating staff."
1211,4774,4,5,"Ideal for a romantic dinner. Dim lighting, attentive service."
1212,1244,9,8,"Local gem! Authentic flavors, welcoming atmosphere. A favorite!"
1213,7945,2,7,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1214,5262,10,5,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1215,1048,6,8,"Disappointing. Slow service, overpriced, and lacking ambiance."
1216,8666,1,8,"Perfect for family dinner! Diverse menu, accommodating staff."
1217,5515,7,5,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1218,7601,9,7,"Decent selection, friendly staff. Average food. Good for a quick bite."
1219,6675,1,9,"Decent selection, friendly staff. Average food. Good for a quick bite."
1220,7007,1,2,"Disappointing. Slow service, overpriced, and lacking ambiance."
1221,5835,2,3,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1222,5109,3,2,"Ideal for a romantic dinner. Dim lighting, attentive service."
1223,5777,3,3,Quick and tasty! Fast-casual with fresh ingredients.
1224,5483,5,6,"Ideal for a romantic dinner. Dim lighting, attentive service."
1225,1127,6,1,"Disappointing. Slow service, overpriced, and lacking ambiance."
1226,4551,7,3,"Loved it! Great atmosphere, service, and food."
1227,7135,2,3,"Loved it! Great atmosphere, service, and food."
1228,7747,4,7,Vegetarian heaven! Flavorful plant-based options. Refreshing!
1229,8807,9,3,"Local gem! Authentic flavors, welcoming atmosphere. A favorite!"
1230,7666,1,7,"Disappointing. Slow service, overpriced, and lacking ambiance."
1231,939,10,9,Fantastic for special occasions. Staff went above and beyond.
1232,7138,8,7,Quick and tasty! Fast-casual with fresh ingredients.
1233,2831,5,5,Quick and tasty! Fast-casual with fresh ingredients.
1234,367,5,10,Quick and tasty! Fast-casual with fresh ingredients.
1235,2617,3,1,"Perfect for family dinner! Diverse menu, accommodating staff."
1236,2939,8,2,Fantastic for special occasions. Staff went above and beyond.
1237,1402,7,4,"Local gem! Authentic flavors, welcoming atmosphere. A favorite!"
1238,1761,6,10,Fantastic for special occasions. Staff went above and beyond.
1239,3897,10,8,"Decent selection, friendly staff. Average food. Good for a quick bite."
1240,9314,7,5,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1241,7762,10,6,"Loved it! Great atmosphere, service, and food."
1242,1223,9,6,Fantastic for special occasions. Staff went above and beyond.
1243,2884,6,10,Quick and tasty! Fast-casual with fresh ingredients.
1244,7553,10,8,"Perfect for family dinner! Diverse menu, accommodating staff."
1245,1733,3,7,"Perfect for family dinner! Diverse menu, accommodating staff."
1246,5666,6,5,"Decent selection, friendly staff. Average food. Good for a quick bite."
1247,149,8,1,Fantastic for special occasions. Staff went above and beyond.
1248,2203,2,5,"Perfect for family dinner! Diverse menu, accommodating staff."
1249,880,7,5,Vegetarian heaven! Flavorful plant-based options. Refreshing!
1250,2494,4,8,"Decent selection, friendly staff. Average food. Good for a quick bite."
1251,5335,8,2,"Ideal for a romantic dinner. Dim lighting, attentive service."
1252,3598,7,6,"Ideal for a romantic dinner. Dim lighting, attentive service."
1253,5131,9,7,"Local gem! Authentic flavors, welcoming atmosphere. A favorite!"
1254,2235,10,5,Vegetarian heaven! Flavorful plant-based options. Refreshing!
1255,767,1,10,Fantastic for special occasions. Staff went above and beyond.
1256,2459,1,7,Vegetarian heaven! Flavorful plant-based options. Refreshing!
1257,4775,1,5,"Local gem! Authentic flavors, welcoming atmosphere. A favorite!"
1258,1935,1,7,Fantastic for special occasions. Staff went above and beyond.
1259,5982,8,9,"Disappointing. Slow service, overpriced, and lacking ambiance."
1260,72,9,2,"Decent selection, friendly staff. Average food. Good for a quick bite."
1261,9511,8,6,"Loved it! Great atmosphere, service, and food."
1262,8808,5,2,"Local gem! Authentic flavors, welcoming atmosphere. A favorite!"
1263,875,5,8,"Local gem! Authentic flavors, welcoming atmosphere. A favorite!"
1264,3109,3,2,"Perfect for family dinner! Diverse menu, accommodating staff."
1265,1413,10,8,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1266,2278,5,10,"Local gem! Authentic flavors, welcoming atmosphere. A favorite!"
1267,25,2,5,Vegetarian heaven! Flavorful plant-based options. Refreshing!
1268,8678,8,6,"Local gem! Authentic flavors, welcoming atmosphere. A favorite!"
1269,5670,9,9,"Perfect for family dinner! Diverse menu, accommodating staff."
1270,5887,10,5,"Decent selection, friendly staff. Average food. Good for a quick bite."
1271,3742,7,6,"Ideal for a romantic dinner. Dim lighting, attentive service."
1272,6705,9,1,"Loved it! Great atmosphere, service, and food."
1273,4238,4,9,Fantastic for special occasions. Staff went above and beyond.
1274,5050,4,6,"Loved it! Great atmosphere, service, and food."
1275,3294,6,10,Vegetarian heaven! Flavorful plant-based options. Refreshing!
1276,84,10,9,"Perfect for family dinner! Diverse menu, accommodating staff."
1277,9066,5,1,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1278,2384,1,6,"Decent selection, friendly staff. Average food. Good for a quick bite."
1279,7256,8,9,Fantastic for special occasions. Staff went above and beyond.
1280,6935,5,10,"Ideal for a romantic dinner. Dim lighting, attentive service."
1281,3617,6,3,"Disappointing. Slow service, overpriced, and lacking ambiance."
1282,291,2,1,"Ideal for a romantic dinner. Dim lighting, attentive service."
1283,5544,10,5,Fantastic for special occasions. Staff went above and beyond.
1284,6005,10,3,"Disappointing. Slow service, overpriced, and lacking ambiance."
1285,6767,6,4,Fantastic for special occasions. Staff went above and beyond.
1286,1245,8,6,"Disappointing. Slow service, overpriced, and lacking ambiance."
1287,1371,8,7,"Loved it! Great atmosphere, service, and food."
1288,1272,6,2,"Ideal for a romantic dinner. Dim lighting, attentive service."
1289,8815,7,7,"Loved it! Great atmosphere, service, and food."
1290,1131,3,7,Quick and tasty! Fast-casual with fresh ingredients.
1291,3856,9,1,"Perfect for family dinner! Diverse menu, accommodating staff."
1292,1573,6,7,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1293,6119,3,8,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1294,4121,2,6,Vegetarian heaven! Flavorful plant-based options. Refreshing!
1295,4657,5,4,"Ideal for a romantic dinner. Dim lighting, attentive service."
1296,6907,5,2,"Disappointing. Slow service, overpriced, and lacking ambiance."
1297,4466,7,8,Vegetarian heaven! Flavorful plant-based options. Refreshing!
1298,6328,10,3,Vegetarian heaven! Flavorful plant-based options. Refreshing!
1299,2172,9,4,"Decent selection, friendly staff. Average food. Good for a quick bite."
1300,2173,8,2,"Loved it! Great atmosphere, service, and food."
1301,4571,1,8,Quick and tasty! Fast-casual with fresh ingredients.
1302,1881,1,9,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1303,4928,6,9,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1304,2385,6,6,"Perfect for family dinner! Diverse menu, accommodating staff."
1305,382,5,2,"Decent selection, friendly staff. Average food. Good for a quick bite."
1306,584,2,5,"Perfect for family dinner! Diverse menu, accommodating staff."
1307,5301,10,8,"Loved it! Great atmosphere, service, and food."
1308,7409,8,5,Vegetarian heaven! Flavorful plant-based options. Refreshing!
1309,2834,2,2,"Local gem! Authentic flavors, welcoming atmosphere. A favorite!"
1310,1373,1,6,"Decent selection, friendly staff. Average food. Good for a quick bite."
1311,7082,3,10,Fantastic for special occasions. Staff went above and beyond.
1312,7593,8,10,"Decent selection, friendly staff. Average food. Good for a quick bite."
1313,9475,9,5,Fantastic for special occasions. Staff went above and beyond.
1314,1336,9,1,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1315,2670,10,2,Fantastic for special occasions. Staff went above and beyond.
1316,5467,7,7,"Loved it! Great atmosphere, service, and food."
1317,5293,5,1,"Perfect for family dinner! Diverse menu, accommodating staff."
1318,3581,7,6,"Local gem! Authentic flavors, welcoming atmosphere. A favorite!"
1319,6172,9,1,"Ideal for a romantic dinner. Dim lighting, attentive service."
1320,9770,6,5,"Ideal for a romantic dinner. Dim lighting, attentive service."
1321,9686,4,7,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1322,9107,1,10,Vegetarian heaven! Flavorful plant-based options. Refreshing!
1323,5547,9,5,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1324,2531,6,3,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1325,1504,7,9,"Decent selection, friendly staff. Average food. Good for a quick bite."
1326,6379,4,7,"Disappointing. Slow service, overpriced, and lacking ambiance."
1327,5369,3,6,Vegetarian heaven! Flavorful plant-based options. Refreshing!
1328,2998,2,3,"Loved it! Great atmosphere, service, and food."
1329,2335,1,10,"Decent selection, friendly staff. Average food. Good for a quick bite."
1330,4302,4,6,"Local gem! Authentic flavors, welcoming atmosphere. A favorite!"
1331,9864,1,1,Fantastic for special occasions. Staff went above and beyond.
1332,4338,6,2,"Loved it! Great atmosphere, service, and food."
1333,1051,5,9,"Ideal for a romantic dinner. Dim lighting, attentive service."
1334,4838,5,4,"Loved it! Great atmosphere, service, and food."
1335,8507,8,2,Fantastic for special occasions. Staff went above and beyond.
1336,8611,10,5,"Local gem! Authentic flavors, welcoming atmosphere. A favorite!"
1337,5764,4,2,"Perfect for family dinner! Diverse menu, accommodating staff."
1338,4003,10,10,"Decent selection, friendly staff. Average food. Good for a quick bite."
1339,3724,1,5,"Local gem! Authentic flavors, welcoming atmosphere. A favorite!"
1340,8912,10,2,"Loved it! Great atmosphere, service, and food."
1341,5045,10,4,Quick and tasty! Fast-casual with fresh ingredients.
1342,6816,10,7,Fantastic for special occasions. Staff went above and beyond.
1343,7849,1,2,"Ideal for a romantic dinner. Dim lighting, attentive service."
1344,4414,2,8,"Loved it! Great atmosphere, service, and food."
1345,6010,9,10,Vegetarian heaven! Flavorful plant-based options. Refreshing!
1346,7942,6,3,"Loved it! Great atmosphere, service, and food."
1347,3285,4,9,Quick and tasty! Fast-casual with fresh ingredients.
1348,9460,7,2,"Loved it! Great atmosphere, service, and food."
1349,3662,10,2,"Ideal for a romantic dinner. Dim lighting, attentive service."
1350,3265,4,3,Fantastic for special occasions. Staff went above and beyond.
1351,6713,6,2,"Perfect for family dinner! Diverse menu, accommodating staff."
1352,2881,9,5,"Disappointing. Slow service, overpriced, and lacking ambiance."
1353,1280,10,1,Vegetarian heaven! Flavorful plant-based options. Refreshing!
1354,2241,5,4,Quick and tasty! Fast-casual with fresh ingredients.
1355,6105,1,5,"Loved it! Great atmosphere, service, and food."
1356,470,10,9,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1357,2525,10,6,"Loved it! Great atmosphere, service, and food."
1358,382,8,7,Quick and tasty! Fast-casual with fresh ingredients.
1359,8549,8,5,Quick and tasty! Fast-casual with fresh ingredients.
1360,135,5,10,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1361,1215,10,9,Quick and tasty! Fast-casual with fresh ingredients.
1362,3737,9,3,Fantastic for special occasions. Staff went above and beyond.
1363,4286,4,3,"Decent selection, friendly staff. Average food. Good for a quick bite."
1364,9268,8,1,"Loved it! Great atmosphere, service, and food."
1365,6565,10,10,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1366,8444,3,10,"Loved it! Great atmosphere, service, and food."
1367,6593,7,10,"Local gem! Authentic flavors, welcoming atmosphere. A favorite!"
1368,2090,6,5,"Ideal for a romantic dinner. Dim lighting, attentive service."
1369,7326,7,1,Vegetarian heaven! Flavorful plant-based options. Refreshing!
1370,5625,10,7,"Local gem! Authentic flavors, welcoming atmosphere. A favorite!"
1371,8866,10,1,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1372,4184,3,5,Fantastic for special occasions. Staff went above and beyond.
1373,9434,10,1,"Decent selection, friendly staff. Average food. Good for a quick bite."
1374,7433,3,2,"Perfect for family dinner! Diverse menu, accommodating staff."
1375,4375,6,9,"Loved it! Great atmosphere, service, and food."
1376,2265,6,9,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1377,7077,5,10,Fantastic for special occasions. Staff went above and beyond.
1378,4891,10,3,"Ideal for a romantic dinner. Dim lighting, attentive service."
1379,113,2,3,"Perfect for family dinner! Diverse menu, accommodating staff."
1380,3143,1,9,"Decent selection, friendly staff. Average food. Good for a quick bite."
1381,5357,10,1,"Local gem! Authentic flavors, welcoming atmosphere. A favorite!"
1382,7773,2,1,"Loved it! Great atmosphere, service, and food."
1383,2172,10,1,"Loved it! Great atmosphere, service, and food."
1384,9080,5,3,"Loved it! Great atmosphere, service, and food."
1385,7750,9,1,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1386,9922,6,8,"Loved it! Great atmosphere, service, and food."
1387,1415,7,10,"Ideal for a romantic dinner. Dim lighting, attentive service."
1388,4760,10,3,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1389,6392,8,6,"Ideal for a romantic dinner. Dim lighting, attentive service."
1390,6610,2,3,"Local gem! Authentic flavors, welcoming atmosphere. A favorite!"
1391,9114,3,6,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1392,476,10,8,Vegetarian heaven! Flavorful plant-based options. Refreshing!
1393,6746,6,6,"Loved it! Great atmosphere, service, and food."
1394,2417,8,3,"Disappointing. Slow service, overpriced, and lacking ambiance."
1395,975,6,5,Quick and tasty! Fast-casual with fresh ingredients.
1396,4107,9,6,"Perfect for family dinner! Diverse menu, accommodating staff."
1397,9069,4,4,"Loved it! Great atmosphere, service, and food."
1398,9433,8,10,"Loved it! Great atmosphere, service, and food."
1399,6648,1,1,"Disappointing. Slow service, overpriced, and lacking ambiance."
1400,7073,5,3,"Disappointing. Slow service, overpriced, and lacking ambiance."
1401,1746,2,3,Fantastic for special occasions. Staff went above and beyond.
1402,3211,3,9,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1403,3786,5,1,"Ideal for a romantic dinner. Dim lighting, attentive service."
1404,1644,5,4,"Loved it! Great atmosphere, service, and food."
1405,5024,10,5,"Loved it! Great atmosphere, service, and food."
1406,5538,6,4,"Local gem! Authentic flavors, welcoming atmosphere. A favorite!"
1407,7254,7,10,Quick and tasty! Fast-casual with fresh ingredients.
1408,7966,1,3,"Ideal for a romantic dinner. Dim lighting, attentive service."
1409,5433,3,5,Fantastic for special occasions. Staff went above and beyond.
1410,2323,1,6,Fantastic for special occasions. Staff went above and beyond.
1411,941,6,5,Fantastic for special occasions. Staff went above and beyond.
1412,9073,7,5,"Local gem! Authentic flavors, welcoming atmosphere. A favorite!"
1413,5035,4,5,"Perfect for family dinner! Diverse menu, accommodating staff."
1414,1657,3,4,"Loved it! Great atmosphere, service, and food."
1415,7304,4,3,"Loved it! Great atmosphere, service, and food."
1416,4446,3,6,"Loved it! Great atmosphere, service, and food."
1417,3886,9,6,"Local gem! Authentic flavors, welcoming atmosphere. A favorite!"
1418,7915,7,1,"Loved it! Great atmosphere, service, and food."
1419,3743,3,6,Quick and tasty! Fast-casual with fresh ingredients.
1420,6462,6,5,"Decent selection, friendly staff. Average food. Good for a quick bite."
1421,4233,3,3,"Loved it! Great atmosphere, service, and food."
1422,9379,1,3,Vegetarian heaven! Flavorful plant-based options. Refreshing!
1423,80,4,3,"Disappointing. Slow service, overpriced, and lacking ambiance."
1424,1267,5,7,Fantastic for special occasions. Staff went above and beyond.
1425,5433,10,6,Quick and tasty! Fast-casual with fresh ingredients.
1426,5441,2,2,"Ideal for a romantic dinner. Dim lighting, attentive service."
1427,8184,1,3,Vegetarian heaven! Flavorful plant-based options. Refreshing!
1428,2513,9,2,"Disappointing. Slow service, overpriced, and lacking ambiance."
1429,4145,5,5,"Loved it! Great atmosphere, service, and food."
1430,6464,7,5,"Perfect for family dinner! Diverse menu, accommodating staff."
1431,1396,4,2,"Ideal for a romantic dinner. Dim lighting, attentive service."
1432,5806,4,1,"Loved it! Great atmosphere, service, and food."
1433,7749,6,7,Vegetarian heaven! Flavorful plant-based options. Refreshing!
1434,1407,10,8,"Loved it! Great atmosphere, service, and food."
1435,9049,7,1,"Ideal for a romantic dinner. Dim lighting, attentive service."
1436,7894,2,9,"Disappointing. Slow service, overpriced, and lacking ambiance."
1437,1986,4,3,Quick and tasty! Fast-casual with fresh ingredients.
1438,5333,3,1,Fantastic for special occasions. Staff went above and beyond.
1439,5530,2,4,"Decent selection, friendly staff. Average food. Good for a quick bite."
1440,2079,2,2,"Disappointing. Slow service, overpriced, and lacking ambiance."
1441,2328,4,6,"Disappointing. Slow service, overpriced, and lacking ambiance."
1442,6727,3,10,"Disappointing. Slow service, overpriced, and lacking ambiance."
1443,1987,8,1,Quick and tasty! Fast-casual with fresh ingredients.
1444,6900,7,4,"Decent selection, friendly staff. Average food. Good for a quick bite."
1445,5411,8,7,"Perfect for family dinner! Diverse menu, accommodating staff."
1446,602,4,4,"Decent selection, friendly staff. Average food. Good for a quick bite."
1447,4155,7,7,Quick and tasty! Fast-casual with fresh ingredients.
1448,9129,1,4,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1449,8841,1,9,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1450,7427,1,6,"Disappointing. Slow service, overpriced, and lacking ambiance."
1451,2357,8,4,"Perfect for family dinner! Diverse menu, accommodating staff."
1452,7636,9,5,"Disappointing. Slow service, overpriced, and lacking ambiance."
1453,9180,9,2,Quick and tasty! Fast-casual with fresh ingredients.
1454,9278,6,1,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1455,2883,9,3,Vegetarian heaven! Flavorful plant-based options. Refreshing!
1456,2277,2,10,Vegetarian heaven! Flavorful plant-based options. Refreshing!
1457,1618,5,10,Quick and tasty! Fast-casual with fresh ingredients.
1458,3602,7,1,Vegetarian heaven! Flavorful plant-based options. Refreshing!
1459,8976,10,4,"Ideal for a romantic dinner. Dim lighting, attentive service."
1460,2538,10,2,Quick and tasty! Fast-casual with fresh ingredients.
1461,3042,7,5,"Loved it! Great atmosphere, service, and food."
1462,9607,4,9,Quick and tasty! Fast-casual with fresh ingredients.
1463,1595,5,6,Must-try brunch! Creative twists on classics. Refreshing mimosas.
1464,1021,2,6,Fantastic for special occasions. Staff went above and beyond.
